Species,n
Aequatorium_stellatopilosum,7
Aequatorium_verrucosum,15
Aeschynomene_burttii,9
Aeschynomene_ciliata,132
Aeschynomene_elaphroxylon,33
Aeschynomene_megalophylla,18
Aeschynomene_pararubrofarinacea,23
Aeschynomene_schliebenii,40
Aesculus_assamica,19
Aesculus_californica,1157
Aesculus_chinensis,43
Aesculus_flava,1372
Aesculus_glabra,1474
Aesculus_hippocastanum,9
Aesculus_indica,22
Aesculus_parryi,56
Aesculus_parviflora,77
Aesculus_pavia,890
Aesculus_sylvatica,256
Aesculus_turbinata,110
Aesculus_wangii,7
Aetoxylon_sympetalum,5
Aextoxicon_punctatum,58
Afraegle_paniculata,71
Afrocanthium_burttii,35
Afrocanthium_gilfillanii,39
Afrocanthium_keniense,14
Afrocanthium_kilifiense,20
Afrocanthium_lactescens,57
Afrocanthium_mundianum,111
Afrocanthium_ngonii,2
Afrocanthium_parasiebenlistii,9
Afrocanthium_peteri,14
Afrocanthium_pseudorandii,16
Afrocanthium_pseudoverticillatum,47
Afrocanthium_racemulosum,13
Afrocanthium_rondoense,4
Afrocanthium_salubenii,3
Afrocanthium_shabanii,8
Afrocanthium_siebenlistii,24
Afrocanthium_vollesenii,3
Afrolicania_elaeosperma,74
Afrostyrax_kamerunensis,114
Afrostyrax_lepidophyllus,186
Afrostyrax_macranthus,8
Afrotrewia_kamerunica,6
Afzelia_africana,118
Afzelia_bella,163
Afzelia_bipindensis,136
Afzelia_javanica,1
Afzelia_pachyloba,38
Afzelia_parviflora,49
Afzelia_peturei,3
Afzelia_quanzensis,191
Afzelia_rhomboidea,7
Afzelia_xylocarpa,8
Aganope_impressa,23
Aganope_leucobotrya,74
Aganope_stuhlmannii,291
Agapetes_pilifera,1
Agarista_boliviensis,40
Agarista_bracamorensis,3
Agarista_duckei,16
Agarista_eucalyptoides,151
Agarista_glaberrima,79
Agarista_mexicana,183
Agarista_minensis,6
Agarista_niederleinii,89
Agarista_oleifolia,239
Agarista_pulchra,48
Agarista_revoluta,114
Agarista_salicifolia,244
Agarista_uleana,10
Agasthiyamalaia_pauciflora,1
Agelaea_borneensis,66
Agelaea_macrophylla,11
Agelaea_trinervis,24
Ageratina_gloeoclada,17
Ageratina_havanensis,365
Ageratina_illita,18
Ageratina_macbridei,9
Ageratina_mairetiana,425
Ageratina_popayanensis,213
Aglaia_agglomerata,29
Aglaia_aherniana,1
Aglaia_amplexicaulis,1
Aglaia_angustifolia,7
Aglaia_apiocarpa,2
Aglaia_archboldiana,1
Aglaia_argentea,100
Aglaia_australiensis,35
Aglaia_barbanthera,4
Aglaia_basiphylla,1
Aglaia_beccarii,1
Aglaia_brassii,32
Aglaia_brownii,261
Aglaia_chittagonga,4
Aglaia_conferta,5
Aglaia_cooperae,8
Aglaia_coriacea,1
Aglaia_costata,2
Aglaia_crassinervia,19
Aglaia_cremea,7
Aglaia_cucullata,1
Aglaia_cumingiana,6
Aglaia_cuspidata,1
Aglaia_edulis,9
Aglaia_elaeagnoidea,242
Aglaia_elliptica,63
Aglaia_erythrosperma,1
Aglaia_euryanthera,59
Aglaia_evansensis,1
Aglaia_eximia,5
Aglaia_exstipulata,6
Aglaia_flavescens,6
Aglaia_flavida,6
Aglaia_forbesii,14
Aglaia_foveolata,6
Aglaia_fragilis,1
Aglaia_glabrata,3
Aglaia_gracilis,2
Aglaia_grandis,4
Aglaia_hiernii,8
Aglaia_ijzermannii,3
Aglaia_integrifolia,1
Aglaia_korthalsii,13
Aglaia_lancilimba,4
Aglaia_lawii,125
Aglaia_laxiflora,4
Aglaia_lepidopetala,12
Aglaia_lepiorrhachis,13
Aglaia_leptantha,20
Aglaia_leucoclada,8
Aglaia_leucophylla,26
Aglaia_luzoniensis,12
Aglaia_mackiana,1
Aglaia_macrocarpa,12
Aglaia_macrostigma,1
Aglaia_malaccensis,4
Aglaia_mariannensis,3
Aglaia_monozyga,2
Aglaia_multinervis,2
Aglaia_odorata,37
Aglaia_odoratissima,47
Aglaia_oligophylla,18
Aglaia_pachyphylla,7
Aglaia_palembanica,4
Aglaia_pannelliana,1
Aglaia_parksii,1
Aglaia_parviflora,32
Aglaia_penningtoniana,2
Aglaia_perviridis,9
Aglaia_pinnata,3
Aglaia_polyneura,3
Aglaia_puberulanthera,5
Aglaia_pyriformis,2
Aglaia_ramotricha,1
Aglaia_rimosa,94
Aglaia_rivularis,9
Aglaia_rubiginosa,3
Aglaia_rubrivenia,1
Aglaia_rufibarbis,1
Aglaia_rufinervis,3
Aglaia_saltatorum,3
Aglaia_samoensis,33
Aglaia_sapindina,464
Aglaia_scortechinii,3
Aglaia_sexipetala,18
Aglaia_silvestris,94
Aglaia_simplicifolia,16
Aglaia_smithii,4
Aglaia_speciosa,1
Aglaia_squamulosa,7
Aglaia_subcuprea,20
Aglaia_subminutiflora,44
Aglaia_tenuicaulis,4
Aglaia_teysmanniana,5
Aglaia_tomentosa,199
Aglaia_unifolia,1
Aglaia_vitiensis,2
Agonandra_brasiliensis,1061
Agonandra_excelsa,480
Agonandra_fluminensis,4
Agonandra_goldbergiana,3
Agonandra_macrocarpa,43
Agonandra_obtusifolia,87
Agonandra_ovatifolia,5
Agonandra_peruviana,77
Agonandra_racemosa,255
Agonandra_silvatica,214
Agonis_flexuosa,327
Agouticarpa_curviflora,183
Agouticarpa_grandistipula,21
Agouticarpa_hirsuta,20
Agouticarpa_isernii,97
Agouticarpa_velutina,36
Agouticarpa_williamsii,122
Agrostistachys_borneensis,28
Agrostistachys_gaudichaudii,4
Agrostistachys_hookeri,4
Agrostistachys_indica,12
Aguiaria_excelsa,8
Aidia_abeidii,10
Aidia_borneensis,8
Aidia_canthioides,73
Aidia_chantonea,4
Aidia_cochinchinensis,131
Aidia_congesta,7
Aidia_densiflora,34
Aidia_gardneri,3
Aidia_genipiflora,157
Aidia_henryi,14
Aidia_micrantha,602
Aidia_ochroleuca,59
Aidia_oxyodonta,9
Aidia_parvifolia,1
Aidia_pycnantha,46
Aidia_quintasii,12
Aidia_racemosa,922
Aidia_rhacodosepala,43
Aidia_rubens,51
Aidia_vieillardii,5
Aidia_vitiensis,1
Aidia_wattii,1
Aidia_waugia,6
Aidia_yunnanensis,3
Aidiopsis_orophila,2
Ailanthus_altissima,5528
Ailanthus_excelsa,1
Ailanthus_fordii,3
Ailanthus_integrifolia,21
Ailanthus_triphysa,5
Aiouea_acarodomatifera,67
Aiouea_angulata,8
Aiouea_benthamiana,16
Aiouea_bracteata,12
Aiouea_costaricensis,106
Aiouea_dubia,72
Aiouea_grandifolia,102
Aiouea_guatemalensis,10
Aiouea_guianensis,78
Aiouea_impressa,15
Aiouea_laevis,90
Aiouea_lehmannii,9
Aiouea_longipetiolata,9
Aiouea_macedoana,7
Aiouea_maguireana,43
Aiouea_myristicoides,44
Aiouea_obscura,22
Aiouea_opaca,1
Aiouea_parvissima,5
Aiouea_piauhyensis,83
Aiouea_saligna,416
Aiouea_tomentella,41
Aiouea_trinervis,303
Aiphanes_chiribogensis,19
Aiphanes_deltoidea,14
Aiphanes_duquei,7
Aiphanes_eggersii,12
Aiphanes_erinacea,66
Aiphanes_gelatinosa,7
Aiphanes_grandis,7
Aiphanes_hirsuta,156
Aiphanes_horrida,268
Aiphanes_linearis,27
Aiphanes_macroloba,17
Aiphanes_minima,14
Aiphanes_pilaris,2
Aiphanes_tricuspidata,46
Aiphanes_ulei,111
Aiphanes_verrucosa,6
Airosperma_grandifolia,6
Airosperma_trichotomum,7
Airyantha_schweinfurthii,35
Aistopetalum_multiflorum,6
Aistopetalum_viticoides,19
Akania_bidwillii,358
Akrosida_floribunda,1
Akrosida_macrophylla,1
Alangium_alpinum,5
Alangium_barbatum,57
Alangium_chinense,35
Alangium_grisolleoides,31
Alangium_havilandii,2
Alangium_javanicum,38
Alangium_kurzii,142
Alangium_longiflorum,16
Alangium_maliliense,3
Alangium_nobile,7
Alangium_platanifolium,472
Alangium_premnifolium,9
Alangium_ridleyi,4
Alangium_rotundifolium,8
Alangium_salviifolium,19
Alangium_uniloculare,8
Alangium_villosum,812
Alangium_yunnanense,2
Alberta_magna,22
Albizia_acle,6
Albizia_adianthifolia,654
Albizia_adinocephala,203
Albizia_altissima,87
Albizia_amara,45
Albizia_androyensis,24
Albizia_anthelmintica,84
Albizia_antunesiana,61
Albizia_arenicola,52
Albizia_attopeuensis,5
Albizia_aurisparsa,44
Albizia_balabaka,14
Albizia_barinensis,14
Albizia_bernieri,94
Albizia_berteroana,26
Albizia_boinensis,30
Albizia_boivinii,91
Albizia_brevifolia,57
Albizia_burkartiana,19
Albizia_calcarea,4
Albizia_canescens,109
Albizia_carbonaria,100
Albizia_chevalieri,68
Albizia_chinensis,77
Albizia_coriaria,67
Albizia_coripatensis,13
Albizia_corniculata,61
Albizia_crassiramea,6
Albizia_decandra,15
Albizia_duclouxii,1
Albizia_edwallii,285
Albizia_eriorhachis,2
Albizia_ferruginea,186
Albizia_forbesii,60
Albizia_garrettii,1
Albizia_glaberrima,219
Albizia_glabripetala,39
Albizia_grandibracteata,58
Albizia_greveana,24
Albizia_gummifera,232
Albizia_harveyi,209
Albizia_inundata,528
Albizia_isenbergiana,3
Albizia_jaubertiana,9
Albizia_julibrissin,1333
Albizia_kalkora,136
Albizia_laurentii,31
Albizia_lebbeck,260
Albizia_lebbekoides,14
Albizia_leonardii,3
Albizia_lucidior,25
Albizia_mahalao,38
Albizia_mainaea,79
Albizia_malacophylla,20
Albizia_morombensis,6
Albizia_mossamedensis,1
Albizia_multiflora,116
Albizia_myriophylla,9
Albizia_nayaritensis,6
Albizia_niopoides,1017
Albizia_numidarum,7
Albizia_obbiadensis,1
Albizia_obliquifoliolata,18
Albizia_occidentalis,254
Albizia_odorata,9
Albizia_odoratissima,56
Albizia_papuensis,1
Albizia_pedicellata,5
Albizia_perrieri,29
Albizia_petersiana,73
Albizia_philippinensis,1
Albizia_pistaciifolia,51
Albizia_poilanei,1
Albizia_polycephala,923
Albizia_polyphylla,71
Albizia_procera,216
Albizia_retusa,54
Albizia_rhombifolia,6
Albizia_rosulata,2
Albizia_sahafariensis,9
Albizia_saponaria,35
Albizia_schimperiana,42
Albizia_sherriffii,4
Albizia_sinaloensis,28
Albizia_splendens,5
Albizia_subdimidiata,359
Albizia_suluensis,5
Albizia_tanganyicensis,62
Albizia_thompsonii,9
Albizia_tomentella,4
Albizia_tomentosa,326
Albizia_tulearensis,58
Albizia_verrucosa,2
Albizia_versicolor,201
Albizia_vialeana,1
Albizia_viridis,40
Albizia_welwitschii,1
Albizia_xerophytica,11
Albizia_zimmermannii,17
Albizia_zygia,742
Alchornea_acutifolia,75
Alchornea_alnifolia,65
Alchornea_anamariae,26
Alchornea_bogotensis,47
Alchornea_brittonii,51
Alchornea_castaneifolia,274
Alchornea_chiapasana,5
Alchornea_coelophylla,87
Alchornea_cordifolia,604
Alchornea_costaricensis,240
Alchornea_discolor,750
Alchornea_floribunda,285
Alchornea_fluviatilis,110
Alchornea_glandulosa,1892
Alchornea_grandiflora,336
Alchornea_grandis,98
Alchornea_guatemalensis,3
Alchornea_hilariana,13
Alchornea_hirtella,220
Alchornea_humbertii,18
Alchornea_integrifolia,1
Alchornea_latifolia,1157
Alchornea_laxiflora,140
Alchornea_lojaensis,6
Alchornea_megalophylla,52
Alchornea_mollis,3
Alchornea_occidentalis,4
Alchornea_parviflora,9
Alchornea_pearcei,84
Alchornea_perrieri,14
Alchornea_rugosa,218
Alchornea_sidifolia,299
Alchornea_tachirensis,6
Alchornea_tiliifolia,49
Alchornea_triplinervia,2326
Alchornea_websteri,6
Alchorneopsis_floribunda,491
Alchorneopsis_portoricensis,5
Aldina_aurea,2
Aldina_berryi,5
Aldina_discolor,22
Aldina_elliptica,4
Aldina_heterophylla,50
Aldina_insignis,9
Aldina_kunhardtiana,32
Aldina_latifolia,119
Aldina_macrophylla,12
Aldina_microphylla,9
Aldina_occidentalis,5
Aldina_paulberryi,2
Aldina_petiolulata,4
Aldina_polyphylla,8
Aldina_reticulata,9
Alectryon_cardiocarpus,4
Alectryon_carinatus,35
Alectryon_celebicus,5
Alectryon_coriaceus,204
Alectryon_diversifolius,248
Alectryon_excelsus,923
Alectryon_forsythii,95
Alectryon_fuscus,1
Alectryon_glaber,7
Alectryon_kimberleyanus,35
Alectryon_macrococcum,8
Alectryon_macrophyllus,33
Alectryon_mahoe,8
Alectryon_myrmecophilus,7
Alectryon_oleifolius,5254
Alectryon_pubescens,34
Alectryon_ramiflorus,7
Alectryon_repandodentatus,20
Alectryon_samoensis,2
Alectryon_serratus,5
Alectryon_strigosus,31
Alectryon_tropicus,49
Aleisanthiopsis_distantiflora,5
Aleisanthiopsis_multiflora,1
Aleurites_moluccanus,139
Aleurites_rockinghamensis,71
Alexa_bauhiniiflora,21
Alexa_canaracunensis,71
Alexa_confusa,71
Alexa_cowanii,7
Alexa_grandiflora,101
Alexa_herminiana,6
Alexa_imperatricis,49
Alexa_leiopetala,1
Alexa_surinamensis,7
Alexa_wachenheimii,32
Alfaroa_costaricensis,95
Alfaroa_guatemalensis,14
Alfaroa_manningii,19
Alfaroa_mexicana,48
Alfaroa_williamsii,121
Algernonia_amazonica,4
Algernonia_bahiensis,9
Algernonia_brasiliensis,15
Algernonia_dimitrii,6
Algernonia_gibbosa,6
Algernonia_glazioui,2
Algernonia_kuhlmannii,2
Algernonia_leandrii,63
Algernonia_obovata,20
Algernonia_paulae,1
Algernonia_riedelii,21
Alibertia_atlantica,66
Alibertia_bertierifolia,240
Alibertia_claviflora,107
Alibertia_curviflora,9
Alibertia_dwyeri,7
Alibertia_edulis,2663
Alibertia_latifolia,294
Alibertia_patinoi,84
Alibertia_sorbilis,45
Alibertia_utleyorum,27
Alibertia_verticillata,5
Allagoptera_caudescens,171
Allamanda_weberbaueri,9
Allanblackia_floribunda,165
Allanblackia_gabonensis,31
Allanblackia_kimbiliensis,5
Allanblackia_kisonghi,7
Allanblackia_marienii,9
Allanblackia_staneriana,4
Allanblackia_stuhlmannii,35
Allanblackia_ulugurensis,19
Allantoma_decandra,169
Allantoma_integrifolia,23
Allantoma_kuhlmannii,5
Allantoma_lineata,169
Allantoma_pachyantha,6
Allantoma_pauciramosa,6
Allantoma_pluriflora,23
Allantoma_uaupensis,4
Allantospermum_borneense,10
Allantospermum_multicaule,4
Alleizettella_rubra,2
Allexis_batangae,10
Allexis_cauliflora,9
Allexis_obanensis,6
Allexis_zygomorpha,2
Allocasuarina_acutivalvis,438
Allocasuarina_campestris,725
Allocasuarina_decaisneana,324
Allocasuarina_decussata,103
Allocasuarina_dielsiana,93
Allocasuarina_diminuta,863
Allocasuarina_duncanii,36
Allocasuarina_fraseriana,225
Allocasuarina_gymnanthera,369
Allocasuarina_huegeliana,347
Allocasuarina_hystricosa,19
Allocasuarina_inophloia,437
Allocasuarina_littoralis,9611
Allocasuarina_luehmannii,4270
Allocasuarina_portuensis,7
Allocasuarina_striata,656
Allocasuarina_tessellata,25
Allocasuarina_torulosa,6001
Allocasuarina_verticillata,6879
Allomaieta_hirsuta,24
Allomaieta_pancurana,26
Allomaieta_strigosa,17
Allomaieta_villosa,14
Allophylus_acutatus,2
Allophylus_africanus,766
Allophylus_aldabricus,4
Allophylus_amazonicus,213
Allophylus_amboinensis,12
Allophylus_amplissimus,1
Allophylus_angustatus,30
Allophylus_antunesii,2
Allophylus_bartlettii,2
Allophylus_bicruris,4
Allophylus_bongolavensis,1
Allophylus_borbonicus,2
Allophylus_brachypetalus,3
Allophylus_brachystachys,2
Allophylus_bullatus,31
Allophylus_camptoneurus,1
Allophylus_camptostachys,160
Allophylus_capillipes,1
Allophylus_caudatus,4
Allophylus_chaunostachys,60
Allophylus_chirindensis,3
Allophylus_cobbe,44
Allophylus_cominia,661
Allophylus_congolanus,22
Allophylus_coriaceus,8
Allophylus_crassinervis,67
Allophylus_decipiens,72
Allophylus_densiflorus,5
Allophylus_dimorphus,1
Allophylus_dioicus,14
Allophylus_divaricatus,164
Allophylus_dodsonii,6
Allophylus_domingensis,4
Allophylus_dregeanus,36
Allophylus_dummeri,37
Allophylus_edulis,2249
Allophylus_excelsus,129
Allophylus_ferrugineus,173
Allophylus_floribundus,177
Allophylus_gentryi,16
Allophylus_glabratus,9
Allophylus_goudotii,27
Allophylus_grandiflorus,4
Allophylus_grandifolius,18
Allophylus_grotei,4
Allophylus_guaraniticus,401
Allophylus_haitiensis,1
Allophylus_hallaei,10
Allophylus_hamatus,19
Allophylus_hayatae,2
Allophylus_hirsutus,2
Allophylus_hirtellus,27
Allophylus_imenoensis,3
Allophylus_incanus,49
Allophylus_jamaicensis,3
Allophylus_javensis,6
Allophylus_katangensis,2
Allophylus_laetevirens,4
Allophylus_laetus,70
Allophylus_lastoursvillensis,19
Allophylus_latifolius,25
Allophylus_laxiflorus,3
Allophylus_leptococcus,2
Allophylus_leucoclados,45
Allophylus_livescens,2
Allophylus_longicuneatus,5
Allophylus_longifolius,1
Allophylus_longipes,8
Allophylus_loretensis,69
Allophylus_macrodontus,2
Allophylus_mayimbensis,5
Allophylus_megaphyllus,17
Allophylus_melliodorus,19
Allophylus_micrococcus,4
Allophylus_mollis,56
Allophylus_multicostatus,2
Allophylus_myrianthus,44
Allophylus_natalensis,37
Allophylus_ngounyensis,3
Allophylus_nitidulus,25
Allophylus_paniculatus,49
Allophylus_parimensis,2
Allophylus_pauciflorus,162
Allophylus_persicifolius,2
Allophylus_peruvianus,48
Allophylus_pervillei,29
Allophylus_pilosus,146
Allophylus_poungouensis,8
Allophylus_pseudopaniculatus,23
Allophylus_psilospermus,348
Allophylus_punctatus,243
Allophylus_quercifolius,177
Allophylus_racemosus,810
Allophylus_rapensis,2
Allophylus_repandifolius,1
Allophylus_reticulatus,3
Allophylus_rhomboidalis,9
Allophylus_rigidus,7
Allophylus_robustus,22
Allophylus_rubifolius,149
Allophylus_salignus,5
Allophylus_sapinii,3
Allophylus_scrobiculatus,42
Allophylus_serratus,3
Allophylus_stenodictyus,20
Allophylus_strictus,273
Allophylus_talbotii,15
Allophylus_tanzaniensis,15
Allophylus_torrei,1
Allophylus_ujori,4
Allophylus_vestitus,5
Allophylus_villosus,1
Allophylus_zenkeri,5
Allophylus_zeylanicus,4
Allosyncarpia_ternata,230
Alloxylon_brachycarpum,24
Alloxylon_flammeum,67
Alloxylon_pinnatum,133
Alloxylon_wickhamii,71
Alluaudia_ascendens,9
Alluaudia_comosa,27
Alluaudia_dumosa,33
Alluaudia_montagnacii,4
Alluaudia_procera,47
Alluaudiopsis_fiherenensis,26
Alniphyllum_eberhardtii,13
Alniphyllum_fortunei,174
Alniphyllum_pterospermum,118
Alnus_acuminata,1507
Alnus_alnobetula,2555
Alnus_cordata,241
Alnus_cremastogyne,43
Alnus_fauriei,90
Alnus_ferdinandi-coburgii,19
Alnus_firma,292
Alnus_formosana,182
Alnus_glutinosa,16590
Alnus_hirsuta,327
Alnus_incana,56896
Alnus_japonica,195
Alnus_jorullensis,560
Alnus_lanata,3
Alnus_mandshurica,5
Alnus_maritima,36
Alnus_matsumurae,80
Alnus_maximowiczii,135
Alnus_nepalensis,139
Alnus_nitida,12
Alnus_oblongifolia,203
Alnus_pendula,318
Alnus_rhombifolia,1655
Alnus_rubra,2360
Alnus_serrulata,1599
Alnus_serrulatoides,64
Alnus_sieboldiana,361
Alnus_subcordata,3
Alnus_trabeculosa,36
Aloe_africana,15
Aloe_alooides,4
Aloe_angelica,7
Aloe_antonii,2
Aloe_ballyi,9
Aloe_castanea,21
Aloe_comosa,8
Aloe_elata,3
Aloe_excelsa,6
Aloe_ferox,118
Aloe_gracilicaulis,3
Aloe_helenae,12
Aloe_littoralis,65
Aloe_marlothii,70
Aloe_mawii,14
Aloe_miskatana,2
Aloe_peyrierasii,1
Aloe_pluridens,16
Aloe_rupestris,14
Aloe_rupicola,1
Aloe_speciosa,21
Aloe_spectabilis,9
Aloe_spicata,32
Aloe_suzannae,9
Aloe_thraskii,8
Aloe_vaombe,25
Aloe_vaotsanda,8
Aloe_volkensii,29
Aloidendron_barberae,13
Aloidendron_dichotomum,103
Aloidendron_eminens,11
Aloidendron_pillansii,21
Aloidendron_ramosissimum,19
Aloysia_virgata,1134
Alphandia_furfuracea,5
Alphandia_resinosa,3
Alphandia_verniciflua,5
Alphitonia_carolinensis,1
Alphitonia_erubescens,6
Alphitonia_excelsa,6692
Alphitonia_ferruginea,23
Alphitonia_franguloides,1
Alphitonia_incana,23
Alphitonia_macrocarpa,61
Alphitonia_marquesensis,1
Alphitonia_oblata,255
Alphitonia_petriei,291
Alphitonia_philippinensis,16
Alphitonia_pomaderroides,248
Alphitonia_ponderosa,6
Alphitonia_whitei,121
Alphonsea_boniana,18
Alphonsea_borneensis,2
Alphonsea_cylindrica,3
Alphonsea_elliptica,1
Alphonsea_gaudichaudiana,2
Alphonsea_hainanensis,8
Alphonsea_javanica,12
Alphonsea_johorensis,2
Alphonsea_kinabaluensis,4
Alphonsea_lucida,2
Alphonsea_maingayi,4
Alphonsea_malayana,1
Alphonsea_mollis,7
Alphonsea_monogyna,17
Alphonsea_siamensis,2
Alphonsea_squamosa,2
Alphonsea_tonquinensis,3
Alphonsea_ventricosa,1
Alphonsea_zeylanica,4
Alseis_blackiana,95
Alseis_costaricensis,40
Alseis_eggersii,33
Alseis_floribunda,758
Alseis_hondurensis,12
Alseis_involuta,39
Alseis_labatioides,8
Alseis_latifolia,54
Alseis_longifolia,34
Alseis_lugonis,19
Alseis_microcarpa,41
Alseis_mutisii,28
Alseis_peruviana,33
Alseis_pickelii,188
Alseis_reticulata,30
Alseis_smithii,20
Alseis_yucatanensis,266
Alseodaphne_archboldiana,6
Alseodaphne_bancana,5
Alseodaphne_borneensis,3
Alseodaphne_elmeri,5
Alseodaphne_insignis,6
Alseodaphne_khasyana,1
Alseodaphne_medogensis,4
Alseodaphne_montana,1
Alseodaphne_oblanceolata,2
Alseodaphne_paludosa,1
Alseodaphne_peduncularis,7
Alseodaphne_pendulifolia,1
Alseodaphne_perakensis,2
Alseodaphne_philippinensis,2
Alseodaphne_rubrolignea,2
Alseodaphne_semecarpifolia,6
Alseodaphne_tomentosa,1
Alseodaphne_utilis,1
Alseodaphne_wrayi,2
Alsodeiopsis_poggei,14
Alsodeiopsis_schumannii,46
Alsodeiopsis_staudtii,46
Alsodeiopsis_zenkeri,10
Alstonia_actinophylla,648
Alstonia_angustifolia,6
Alstonia_angustiloba,4
Alstonia_annamensis,1
Alstonia_balansae,15
Alstonia_boonei,213
Alstonia_boulindaensis,1
Alstonia_breviloba,2
Alstonia_congensis,128
Alstonia_constricta,1073
Alstonia_coriacea,12
Alstonia_costata,50
Alstonia_iwahigensis,8
Alstonia_lanceolata,11
Alstonia_lanceolifera,4
Alstonia_legouixiae,16
Alstonia_lenormandii,7
Alstonia_longifolia,195
Alstonia_macrophylla,27
Alstonia_muelleriana,147
Alstonia_odontophora,6
Alstonia_parvifolia,1
Alstonia_pneumatophora,6
Alstonia_quaternata,3
Alstonia_rostrata,14
Alstonia_rubiginosa,3
Alstonia_scholaris,264
Alstonia_spatulata,11
Alstonia_spectabilis,330
Alstonia_venenata,3
Alstonia_vieillardii,8
Alternanthera_rugulosa,2
Alvaradoa_amorphoides,812
Alvaradoa_arborescens,13
Alvaradoa_haitiensis,20
Alvaradoa_jamaicensis,3
Alvaradoa_lewisii,3
Alvaradoa_subovata,43
Alyxia_ilicifolia,193
Alyxia_magnifolia,182
Alzatea_verticillata,174
Amaioua_brevidentata,8
Amaioua_contracta,8
