"species","IUCNstatus"
"Eugenia_mansoi","NotThreatened"
"Eugenia_mooniana","NotEvaluated"
"Eugenia_multicostata","NotThreatened"
"Eugenia_myrcianthes","NotThreatened"
"Eugenia_neoverrucosa","NotThreatened"
"Eugenia_nigerina","NotEvaluated"
"Eugenia_oblongata","NotThreatened"
"Eugenia_paracatuana","NotEvaluated"
"Eugenia_piresiana","NotEvaluated"
"Eugenia_pluriflora","NotEvaluated"
"Eugenia_prasina","Vulnerable"
"Eugenia_psidiiflora","NotThreatened"
"Eugenia_pyriformis","NotThreatened"
"Eugenia_ramboi","NotEvaluated"
"Eugenia_repanda","NotThreatened"
"Eugenia_rostrifolia","NotThreatened"
"Eugenia_sancarlosensis","NotEvaluated"
"Eugenia_sarapiquensis","NotEvaluated"
"Eugenia_sonderiana","NotThreatened"
"Eugenia_speciosa","NotThreatened"
"Eugenia_sprengelii","NotThreatened"
"Eugenia_squamiflora","DD"
"Eugenia_standleyi","Threatened"
"Eugenia_suberosa","NotEvaluated"
"Eugenia_subterminalis","NotEvaluated"
"Eugenia_sulcata","NotThreatened"
"Eugenia_supraaxillaris","NotThreatened"
"Eugenia_toxanatolica","Vulnerable"
"Eugenia_uruguayensis","NotThreatened"
"Eugenia_verticillata","NotThreatened"
"Eugenia_woodburyana","Threatened"
"Euphorbia_ampliphylla","NotEvaluated"
"Euphorbia_bicompacta","NotThreatened"
"Euphorbia_biselegans","Vulnerable"
"Euphorbia_bussei","NotThreatened"
"Euphorbia_candelabrum","NotThreatened"
"Euphorbia_dawei","NotThreatened"
"Euphorbia_decorsei","Threatened"
"Euphorbia_desmondii","DD"
"Euphorbia_friesiorum","Vulnerable"
"Euphorbia_gossypina","NotEvaluated"
"Euphorbia_grantii","NotEvaluated"
"Euphorbia_kamerunica","NotThreatened"
"Euphorbia_mandravioky","Vulnerable"
"Euphorbia_neoarborescens","Threatened"
"Euphorbia_neoglaucescens","NotEvaluated"
"Euphorbia_nyikae","NotThreatened"
"Euphorbia_poissonii","NotEvaluated"
"Euphorbia_pseudomollis","NotEvaluated"
"Euphorbia_quadrialata","Vulnerable"
"Euphorbia_scheffleri","NotEvaluated"
"Euphorbia_sudanica","NotThreatened"
"Euphorbia_umbellata","NotEvaluated"
"Euplassa_legalis","NotThreatened"
"Euterpe_edulis","NotEvaluated"
"Exostyles_godoyensis","NotThreatened"
"Fadogia_erythrophloea","NotThreatened"
"Fagaropsis_angolensis","NotEvaluated"
"Faramea_hyacinthina","NotThreatened"
"Faramea_latifolia","NotEvaluated"
"Faramea_montevidensis","NotEvaluated"
"Faramea_porophylla","NotEvaluated"
"Faurea_wentzeliana","NotEvaluated"
"Ferdinandusa_speciosa","NotEvaluated"
"Fernandoa_abbreviata","Threatened"
"Ficus_amadiensis","NotThreatened"
"Ficus_cestrifolia","NotThreatened"
"Ficus_dicranostyla","NotThreatened"
"Ficus_enormis","NotThreatened"
"Ficus_faulkneriana","Vulnerable"
"Ficus_lagoensis","NotThreatened"
"Ficus_luschnathiana","NotThreatened"
"Ficus_mollis","NotEvaluated"
"Ficus_platyphylla","NotThreatened"
"Ficus_scassellatii","NotEvaluated"
"Ficus_umbellata","NotThreatened"
"Flacourtia_flavescens","NotEvaluated"
"Foetidia_dracaenoides","Threatened"
"Fraxinus_malacophylla","NotThreatened"
"Galiniera_saxifraga","NotThreatened"
"Galipea_jasminiflora","NotThreatened"
"Garcinia_brasiliensis","NotThreatened"
"Garcinia_buchananii","NotEvaluated"
"Garcinia_merguensis","NotEvaluated"
"Garcinia_semseii","Threatened"
"Garcinia_tanzaniensis","Threatened"
"Gardenia_erubescens","NotThreatened"
"Gardenia_posoquerioides","Vulnerable"
"Gaylussacia_brasiliensis","NotThreatened"
"Gilletiodendron_glandulosum","Vulnerable"
"Gleditsia_amorphoides","NotEvaluated"
"Glenniea_africana","NotEvaluated"
"Glochidion_barronense","NotEvaluated"
"Gluta_cambodiana","NotEvaluated"
